	dimension 1	dimension 2
1001702103_G5	1.0563799	-17.429634
1001702103_G6	-3.2754543	-21.928791
1001702103_H1	-0.69927645	4.6072454
1001702103_H13	-6.4664445	-27.048672
1001702103_H15	4.6050673	-24.800724
1001702103_H17	-5.199455	-26.041477
1001702103_H18	-22.927708	-1.8072729
1001702103_H4	-18.148773	6.236101
1001702103_H5	3.8449702	-26.894905
1001702103_H6	-3.8364487	17.28319
1001702103_I1	-0.34615454	-14.060947
1001702103_I13	-14.276885	-13.3995285
1001702103_I14	5.4158406	-34.59445
1001702103_I15	1.4543763	-33.971832
1001702103_I17	-0.37644383	-22.257296
1001702103_I4	5.7565255	-24.845884
1001702103_I5	-21.363008	6.6268454
1001702103_J16	-8.375207	-21.213242
1001702103_J3	-9.043291	6.7260313
1001702103_J4	-10.227892	6.5545797
1001702103_J5	-8.306912	4.569319
1001702103_K1	6.513191	-12.425294
1001702103_K14	-5.027669	18.760462
1001702103_K16	6.624907	-10.34786
1001702103_K17	-3.1573434	-25.611944
1001702103_K2	-15.200872	6.4738655
1001702103_K4	-4.7264857	-21.59875
1001702103_L13	-5.770327	-13.05267
1001702103_L14	-5.2406297	-17.789352
1001702103_L15	-2.2009926	-17.212347
1001702103_L16	-9.851817	-16.326435
1001702103_L17	-4.5992346	-26.145187
1001702103_L18	-4.7837467	-22.770702
1001702103_L2	6.6909814	-0.18660825
1001702103_L4	9.926867	-17.77745
1001702103_L5	1.7449094	18.230198
1001702103_L7	35.70744	-45.563515
1001702103_M15	5.2031045	-29.111874
1001702103_M16	6.4143186	-21.768957
1001702103_M17	2.465692	-23.010302
1001702103_M6	6.523516	-7.305227
1001702103_N16	-8.825771	-22.91025
1001702103_N18	2.680361	-25.33527
1001702103_N3	7.386435	2.4703128
1001702103_O11	33.445194	-42.945026
1001702103_O13	9.1644745	17.412758
1001702103_O16	6.2940726	-7.1860504
1001702103_O18	13.414006	3.2464662
1001702103_P13	-2.3237426	-21.420082
1001702103_P14	1.971758	-22.913488
1001702103_P16	10.430518	-25.623869
1001702103_P17	-0.1095171	-34.241646
1001702103_P18	-5.825471	-12.712125
1001702104_A5	-3.5715563	-22.292908
1001702104_B11	-11.2761135	-18.379255
1001702104_B12	-0.111533895	-13.436838
1001702104_B13	-16.260088	30.149788
1001702104_B15	1.5737197	-23.233654
1001702104_B18	-2.6086943	-13.183872
1001702104_B4	-3.152792	-22.910112
1001702104_B8	-6.0767274	-29.061716
1001702104_C11	1.427663	-20.644846
1001702104_C12	1.4084079	1.621384
1001702104_C17	-19.215874	-1.3608052
1001702104_C20	-5.8077035	-23.835978
1001702104_C21	-6.1004133	-17.393929
1001702104_D15	-3.5054967	-24.450136
1001702104_D16	12.725384	-23.616472
1001702104_D21	-3.7842426	-21.080896
1001702104_D8	-6.3656526	-26.00775
1001702104_D9	-7.3541307	-24.692078
1001702104_E12	-7.881364	-24.4659
1001702104_E16	25.064644	11.590584
1001702104_E22	-2.0732079	-18.146246
1001702104_E23	5.9463716	-29.461493
1001702104_E8	-10.501946	-15.675205
1001702104_F16	2.3186755	-26.46292
1001702104_F21	-4.447757	-15.790532
1001702104_F22	4.2916164	-26.952873
1001702104_G1	-9.059501	-14.791968
1001702104_G22	-5.5089893	-22.407503
1001702104_H19	2.8488574	-23.850573
1001702104_H22	-7.059344	-24.596924
1001702104_H4	-4.0554504	-15.839728
1001702104_I12	-1.8839387	-30.59732
1001702104_I19	-26.429377	-4.3406734
1001702104_I23	36.844395	-44.49895
1001702104_I9	-10.044859	-20.99402
1001702104_J17	-3.5216694	-28.950186
1001702104_J19	1.2042814	-23.040781
1001702104_J22	-4.723452	-22.793306
1001702104_J23	-2.865006	-13.71288
1001702104_J5	-4.5784545	-19.527803
1001702104_J6	-7.8075767	-21.639202
1001702104_K17	1.6052972	-19.843655
1001702104_K18	-6.1667633	-20.32239
1001702104_K22	0.16666079	-24.94591
1001702104_K23	6.2921023	-22.307705
1001702104_L20	19.043602	-35.879673
1001702104_L23	-9.343505	-23.228626
1001702104_M10	-11.73547	-19.502338
1001702104_M12	-6.4499745	-26.207586
1001702104_M19	-7.304022	-20.980728
1001702104_N11	-2.4725423	-25.669153
1001702104_N13	31.50359	-54.92968
1001702104_N15	-6.304777	-24.509247
1001702104_N18	-3.0536368	-28.996426
1001702104_N21	0.22075395	-28.526066
1001702104_N7	-0.38717473	-18.681833
1001702104_N9	-5.362494	-23.485815
1001702104_O14	-3.6336064	-24.206749
1001702104_O16	-9.23904	-24.91852
1001702104_O23	-23.534197	-4.2142696
1001702104_O3	2.2083151	-19.844572
1001702104_O4	-12.038393	-14.08288
1001702104_O7	-4.314383	-26.756893
1001702104_O9	-8.486934	-21.878782
1001702104_P1	-3.9895778	-20.248217
1001702104_P10	14.974707	12.697935
1001702104_P11	4.2296214	-19.924944
1001702104_P13	1.0944669	-17.532001
1001702104_P18	1.0732673	-27.852049
1001702104_P3	4.3362684	-37.97322
1001702104_P5	4.373667	-20.83064
1001702104_P7	-1.6932423	-22.092426
1001702104_P9	-8.006513	-17.972187
1001702201_B16	41.598083	-51.980408
1001702201_E19	38.989445	-46.660915
1001702201_E20	41.308853	-50.871464
1001702201_F12	41.610775	-50.47081
1001702201_G16	41.562134	-52.426987
1001702201_G17	40.65662	-48.202633
1001702201_G19	41.55741	-52.29081
1001702201_I12	39.611977	-52.013542
1001702201_I17	43.29462	-51.52413
1001702201_J18	40.017227	-49.296673
1001702201_K13	41.41397	-50.145325
1001702201_K19	40.38556	-49.70796
1001702201_L15	34.99233	-45.80142
1001702201_L19	40.30026	-45.14588
1001702201_L3	41.416153	-50.82768
1001702201_N15	43.384155	-51.871418
1001702201_N16	41.602158	-52.16691
1001702201_O19	41.21601	-49.4735
1001702201_P19	33.113575	-46.60416
1001702202_A19	-17.627117	17.503073
1001702202_A21	17.581478	-20.32837
1001702202_A22	4.438071	8.544868
1001702202_A23	22.44132	-30.277243
1001702202_B16	16.676146	-21.520918
1001702202_B17	21.020552	-26.044085
1001702202_B20	-4.348184	5.132531
1001702202_B21	24.053219	6.8009357
1001702202_B22	20.870262	-36.865295
1001702202_B23	1.6672544	-35.802998
1001702202_C16	17.508467	-25.669151
1001702202_C18	-27.445232	-11.163831
1001702202_C20	4.575082	-13.166976
1001702202_C22	15.915295	-26.272577
1001702202_D19	21.318478	6.150471
1001702202_D20	22.93968	0.97303134
1001702202_D22	23.460659	-5.685121
1001702202_D23	16.834372	-21.966818
1001702202_E16	-27.450855	-11.17557
1001702202_E18	14.546472	13.030956
1001702202_E22	-38.275932	30.873905
1001702202_F16	20.167086	-21.618046
1001702202_F18	23.6228	-7.508754
1001702202_F20	22.217552	-24.90859
1001702202_F22	17.431423	-15.050797
1001702202_G16	-1.2623457	5.680933
1001702202_G19	21.402546	10.523599
1001702202_G20	-3.004284	2.4339294
1001702202_G21	18.350584	-16.238407
1001702202_G22	21.964542	-30.737858
1001702202_G23	23.409483	-5.7536707
1001702202_H16	2.3260386	-3.626879
1001702202_H17	8.422235	8.9345
1001702202_H18	22.402344	10.149394
1001702202_H21	-25.587837	12.087974
1001702202_I16	-27.450558	-11.138948
1001702202_I19	22.141506	8.599003
1001702202_I20	22.955462	-26.732002
1001702202_I21	23.335957	-22.375135
1001702202_I23	10.923342	6.902596
1001702202_J16	12.120369	-14.13978
1001702202_J18	14.848592	-23.57789
1001702202_J20	2.616066	-22.982323
1001702202_K19	-1.5085973	5.9753256
1001702202_K21	26.306072	-23.474937
1001702202_K22	-4.882284	-18.007359
1001702202_L16	13.273245	-30.722914
1001702202_L17	-13.994353	17.412146
1001702202_L21	19.489616	-22.720213
1001702202_M17	23.744696	-12.9224825
1001702202_M19	18.96032	-1.527449
1001702202_M21	16.697515	-4.7217093
1001702202_N16	22.021496	-6.963517
1001702202_N17	19.828276	-24.279665
1001702202_N18	12.071642	-14.243418
1001702202_N21	19.135695	-15.931296
1001702202_N22	20.024841	-7.3198314
1001702202_N23	8.928037	11.290022
1001702202_O17	11.50833	-18.762009
1001702202_O19	2.9834483	6.4413548
1001702202_O20	21.913841	-6.794071
1001702202_O21	-38.057686	16.973122
1001702202_O23	23.455372	-8.371778
1001702202_P19	22.40304	-17.924921
1001702202_P20	23.909855	-26.082783
1001702202_P22	15.942577	-25.592836
1001702202_P23	22.107439	8.661636
1001702203_A13	18.713778	-18.847563
1001702203_A14	17.548668	-13.635799
1001702203_A15	18.97146	-19.012781
1001702203_A16	23.485771	-31.350786
1001702203_A18	-4.292803	1.6945783
1001702203_A2	-38.906326	9.998685
1001702203_A5	-7.84039	7.7839246
1001702203_A6	-38.862457	10.03092
1001702203_A7	21.242886	-22.026897
1001702203_A8	17.674477	-4.6129513
1001702203_B1	20.24453	-16.20058
1001702203_B10	23.107414	-20.616299
1001702203_B12	22.154003	-23.834887
1001702203_B13	11.61208	-19.447561
1001702203_B14	-29.991999	0.8340225
1001702203_B17	17.694134	-16.203768
1001702203_B18	-21.383942	1.0995483
1001702203_B2	-18.850182	3.7568114
1001702203_B3	-28.634274	7.357474
1001702203_B4	-23.44284	-11.465231
1001702203_B5	24.189922	-28.46301
1001702203_B6	-26.204065	0.76024
1001702203_B8	21.930744	-25.064804
1001702203_C1	3.87946	8.380817
1001702203_C11	24.130585	-25.859459
1001702203_C12	43.585575	-48.620678
1001702203_C13	16.533213	-13.474314
1001702203_C14	-39.258015	13.748576
1001702203_C17	-11.361218	7.5445805
1001702203_C18	12.709063	-17.672054
1001702203_C2	-25.522192	1.9136623
1001702203_C3	-5.1517196	3.1759202
1001702203_C4	18.113579	3.7795212
1001702203_C7	39.2544	-46.529976
1001702203_C8	39.176785	-43.034332
1001702203_C9	20.994253	-19.879147
1001702203_D10	24.251328	-22.724155
1001702203_D13	-12.876776	-23.732704
1001702203_D14	16.021101	-20.678532
1001702203_D15	20.330446	-16.579916
1001702203_D16	-9.774664	10.942989
1001702203_D17	17.4986	-20.321331
1001702203_D18	-20.465761	31.426443
1001702203_D2	-13.083929	-7.3280306
1001702203_D3	-14.018517	5.105853
1001702203_D5	17.613663	-10.321215
1001702203_D6	8.994461	2.9506838
1001702203_D7	20.482262	-17.837038
1001702203_D9	22.077559	-23.589766
1001702203_E1	5.5857506	-14.2579775
1001702203_E10	21.713213	-25.259619
1001702203_E14	22.26791	-23.506165
1001702203_E15	12.909573	-11.289292
1001702203_E16	-4.2017417	17.156025
1001702203_E17	13.827658	-17.870056
1001702203_E18	-26.776577	0.7798226
1001702203_E2	-19.011303	6.770318
1001702203_E3	8.548525	-6.5498915
1001702203_E4	-6.1234055	4.7797694
1001702203_E5	-39.238346	13.795256
1001702203_E7	23.27776	-24.7941
1001702203_E8	18.622364	-23.74931
1001702203_F1	-9.929206	-5.7926865
1001702203_F10	40.849033	-48.616283
1001702203_F13	-26.477736	4.511104
1001702203_F15	-19.720766	-12.39647
1001702203_F16	16.934875	-19.63637
1001702203_F17	-11.520322	-26.686886
1001702203_F18	8.711122	-17.048689
1001702203_F2	-19.44678	11.963513
1001702203_F23	9.87225	-13.281758
1001702203_F3	-7.0967975	1.4646133
1001702203_F4	-2.0068643	7.8262987
1001702203_F7	25.085093	-25.750519
1001702203_F8	23.887373	-21.836166
1001702203_G1	20.3274	-17.445684
1001702203_G10	21.975878	-22.414743
1001702203_G13	19.592531	-16.209547
1001702203_G14	20.995922	-23.137465
1001702203_G15	23.604908	-21.131977
1001702203_G17	21.610441	-21.057491
1001702203_G18	13.304091	-17.399931
1001702203_G2	-11.86826	7.096987
1001702203_G3	17.37844	16.048601
1001702203_G4	3.5322735	18.997486
1001702203_G5	-38.37803	6.983637
1001702203_G6	-8.921411	6.566365
1001702203_G9	22.77661	-24.28493
1001702203_H1	8.139112	-8.198077
1001702203_H10	23.789026	-24.160097
1001702203_H14	19.124538	-19.9909
1001702203_H15	-37.29206	29.732302
1001702203_H16	15.679573	-20.894104
1001702203_H17	-26.999935	13.457114
1001702203_H2	0.26596075	6.287588
1001702203_H3	-14.954169	8.031018
1001702203_H4	-33.10092	-1.5648501
1001702203_H5	16.557655	-23.601952
1001702203_H6	17.713997	-17.491669
1001702203_H9	25.616604	-21.221119
1001702203_I1	-14.306951	0.6899864
1001702203_I15	-15.331828	8.030307
1001702203_I16	18.43502	-16.220633
1001702203_I17	-25.669691	29.605986
1001702203_I18	-3.6134658	-18.073835
1001702203_I2	9.023162	18.295996
1001702203_I3	-24.088465	6.1128063
1001702203_I7	18.427402	-23.259293
1001702203_I8	25.22916	-22.25037
1001702203_I9	24.187239	-23.420757
1001702203_J11	21.715734	-25.048841
1001702203_J12	20.928885	-25.08495
1001702203_J13	11.020609	-7.0794897
1001702203_J14	-16.969866	-5.9845185
1001702203_J15	23.378275	-23.344759
1001702203_J16	8.618504	-17.15034
1001702203_J2	16.272955	-23.846642
1001702203_J4	21.381105	-13.57662
1001702203_J5	-5.174562	3.0001936
1001702203_J6	-11.102448	7.2943583
1001702203_J7	23.026855	-23.725946
1001702203_J8	21.414154	-29.415314
1001702203_J9	22.694502	-26.159578
1001702203_K10	21.984837	-18.849443
1001702203_K12	24.463457	-22.852903
1001702203_K13	-15.1769495	6.137091
1001702203_K15	20.58647	-31.446968
1001702203_K16	-5.596844	-1.500355
1001702203_K17	16.817074	-16.5624
1001702203_K18	20.165983	-20.30141
1001702203_K2	-28.24937	2.6517763
1001702203_K4	-20.28009	-9.313083
1001702203_K5	-4.688432	-4.5212455
1001702203_K6	-15.5040455	0.19190267
1001702203_K7	23.237877	-24.43526
1001702203_K9	25.872858	-22.856537
1001702203_L11	22.404242	-30.190502
1001702203_L13	-3.8540823	-5.094734
1001702203_L14	13.974742	-18.196688
1001702203_L15	-13.003205	22.549793
1001702203_L16	-7.352129	3.1305583
1001702203_L17	15.559366	-18.075733
1001702203_L2	-6.8641987	1.5443122
1001702203_L3	-11.464686	-6.8291073
1001702203_L4	-8.88383	-6.774957
1001702203_L6	18.757738	-18.89755
1001702203_L8	21.48112	-22.737556
1001702203_L9	23.891096	-21.798586
1001702203_M1	7.818333	28.551155
1001702203_M12	20.687136	-25.084911
1001702203_M14	18.60386	-16.400791
1001702203_M17	-37.435516	14.085858
1001702203_M3	-3.6903923	-18.281137
1001702203_M4	-26.02378	4.4273415
1001702203_M5	-15.197053	27.404545
1001702203_M6	-40.336716	22.457438
1001702203_M9	23.76261	-23.598812
1001702203_N1	-13.24204	16.718191
1001702203_N10	24.107	-24.263971
1001702203_N12	23.24035	-26.723867
1001702203_N13	-39.404247	15.461265
1001702203_N2	16.620747	-12.2739315
1001702203_N3	-8.957769	-6.575514
1001702203_N5	21.348078	-19.291607
1001702203_N6	-37.67514	16.698952
1001702203_N8	17.36141	-20.439018
1001702203_O1	18.90502	-18.150478
1001702203_O12	22.909916	-28.569275
1001702203_O13	9.883264	-19.041298
1001702203_O14	-11.252815	-11.14418
1001702203_O15	-38.06596	11.558461
1001702203_O17	-18.442875	11.859409
1001702203_O2	7.40029	6.1408243
1001702203_O3	12.698841	-0.6067564
1001702203_O5	-11.251316	-24.440054
1001702203_O6	-3.6227508	9.682396
1001702203_O7	22.01813	-23.650158
1001702203_P1	16.25895	-0.7716286
1001702203_P14	14.746958	-19.819218
1001702203_P15	19.181883	-21.623947
1001702203_P16	16.119497	-17.696598
1001702203_P17	-23.083097	27.623997
1001702203_P18	7.582464	-8.012344
1001702203_P2	-10.736916	7.6076193
1001702203_P3	-1.2379702	11.917049
1001702203_P4	1.1110929	-20.667578
1001702203_P5	15.990862	-4.3540263
1001702203_P6	0.055630382	2.703143
1001702203_P7	22.644161	-22.899286
1001702203_P8	20.912544	-20.557396
1001702204_B16	24.522385	-23.182617
1001702204_B18	20.928102	-15.63444
1001702204_B2	22.37372	-7.738029
1001702204_B3	26.122715	-27.831606
1001702204_B6	0.9599822	-17.061384
1001702204_B7	21.485054	-3.6676679
1001702204_C10	25.507656	-24.4884
1001702204_C11	22.654284	-17.494646
1001702204_D1	12.158807	-17.884298
1001702204_D17	-26.804811	6.0538063
1001702204_D5	26.739779	-23.736391
1001702204_E16	21.227966	-19.650633
1001702204_G19	21.581806	-26.518713
1001702204_G7	20.501488	-8.511123
1001702204_I20	12.999508	-11.513633
1001702204_I23	15.372115	-5.4946446
1001702204_J18	21.438187	-13.732666
1001702204_K22	17.763676	-17.368607
1001702204_L13	12.737708	-23.676567
1001702204_L5	24.886456	-25.730288
1001702204_M15	7.3690295	3.5766158
1001702204_N1	21.24579	-23.179459
1001702204_N3	-12.747742	-24.132315
1001702204_N4	14.411274	-15.426557
1001702204_O12	24.016163	-26.054638
1001702204_O23	26.323807	-23.708052
1001702204_O5	-11.578172	-26.671495
1001702204_P11	14.060744	-18.29641
1001702204_P18	-26.57312	5.117808
